,year,mmwr_week,Reporting Area,Meningococcal disease; All serogroups current week,Meningococcal disease; All serogroups previous 52 weeks maximum�,Meningococcal disease; All serogroups cummulative YTD for 2019�,Meningococcal disease; All serogroups cummulative YTD for 2018�,Meningococcal disease; Serogroups ACWY current week,Meningococcal disease; Serogroups ACWY previous 52 weeks maximum�,Meningococcal disease; Serogroups ACWY cummulative YTD for 2019�,Meningococcal disease; Serogroups ACWY cummulative YTD for 2018�,Meningococcal disease; Serogroup B current week,Meningococcal disease; Serogroup B previous 52 weeks maximum�,Meningococcal disease; Serogroup B cummulative YTD for 2019�,Meningococcal disease; Serogroup B cummulative YTD for 2018�,column labels in same order that data fields appears in each record below:
51,2019,1,South Carolina,0,0,0,0,0,0,0,0,0,0,0,0,
52,2019,1,Virginia,0,2,0,0,0,1,0,0,0,1,0,0,
53,2019,1,West Virginia,0,0,0,0,0,0,0,0,0,0,0,0,
54,2019,1,East South Central,0,1,0,0,0,1,0,0,0,1,0,0,
55,2019,1,Alabama,0,1,0,0,0,1,0,0,0,1,0,0,
56,2019,1,Kentucky,0,1,0,0,0,1,0,0,0,1,0,0,
57,2019,1,Mississippi,0,1,0,0,0,0,0,0,0,0,0,0,
58,2019,1,Tennessee,0,1,0,0,0,1,0,0,0,1,0,0,
59,2019,1,West South Central,0,3,0,0,0,2,0,0,0,1,0,0,
60,2019,1,Arkansas,0,1,0,0,0,0,0,0,0,1,0,0,
61,2019,1,Louisiana,0,0,0,0,0,0,0,0,0,0,0,0,
62,2019,1,Oklahoma,0,2,0,0,0,1,0,0,0,1,0,0,
63,2019,1,Texas,0,3,0,0,0,2,0,0,0,1,0,0,
64,2019,1,Mountain,0,2,0,1,0,1,0,0,0,1,0,0,
65,2019,1,Arizona,0,1,0,0,0,1,0,0,0,0,0,0,
66,2019,1,Colorado,0,1,0,0,0,1,0,0,0,1,0,0,
67,2019,1,Idaho,0,1,0,0,0,0,0,0,0,0,0,0,
68,2019,1,Montana,0,0,0,0,0,0,0,0,0,0,0,0,
69,2019,1,Nevada,0,1,0,0,0,1,0,0,0,0,0,0,
70,2019,1,New Mexico,0,1,0,1,0,0,0,0,0,0,0,0,
71,2019,1,Utah,0,1,0,0,0,0,0,0,0,1,0,0,
72,2019,1,Wyoming,0,0,0,0,0,0,0,0,0,0,0,0,
73,2019,1,Pacific,2,5,2,2,0,3,0,1,0,1,0,0,
74,2019,1,Alaska,0,1,0,0,0,1,0,0,0,1,0,0,
75,2019,1,California,0,4,0,1,0,0,0,0,0,0,0,0,
76,2019,1,Hawaii,0,1,0,0,0,0,0,0,0,0,0,0,
77,2019,1,Oregon,2,2,2,1,0,2,0,1,0,1,0,0,
78,2019,1,Washington,0,3,0,0,0,3,0,0,0,1,0,0,
79,2019,1,U.S. Territories,0,0,0,0,0,0,0,0,0,0,0,0,
80,2019,1,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,
81,2019,1,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,
82,2019,1,Guam,0,0,0,0,0,0,0,0,0,0,0,0,
83,2019,1,Puerto Rico,0,0,0,0,0,0,0,0,0,0,0,0,
84,2019,1,U.S. Virgin Islands,0,0,0,0,0,0,0,0,0,0,0,0,
85,2019,1,Non-U.S. Residents,0,NC,0,0,0,NC,0,NP,0,NC,0,NP,
86,2019,1,Total,4,13,4,7,0,5,0,1,1,3,1,2,
17,2019,2,"U.S. Residents, excluding U.S. Territories",2,13,7,20,1,5,1,3,0,3,1,5,
18,2019,2,New England,0,2,0,0,0,2,0,0,0,1,0,0,
19,2019,2,Connecticut,0,1,0,0,0,0,0,0,0,1,0,0,
20,2019,2,Maine,0,1,0,0,0,1,0,0,0,0,0,0,
21,2019,2,Massachusetts,0,2,0,0,0,2,0,0,0,1,0,0,
22,2019,2,New Hampshire,0,0,0,0,0,0,0,0,0,0,0,0,
23,2019,2,Rhode Island,0,1,0,0,0,1,0,0,0,0,0,0,
24,2019,2,Vermont,0,0,0,0,0,0,0,0,0,0,0,0,
25,2019,2,Middle Atlantic,1,3,2,1,0,1,0,0,0,1,1,0,
26,2019,2,New Jersey,0,1,0,1,0,0,0,0,0,0,0,0,
27,2019,2,New York (excluding New York City),1,2,2,0,0,1,0,0,0,1,1,0,
28,2019,2,New York City,0,1,0,0,0,0,0,0,0,0,0,0,
29,2019,2,Pennsylvania,0,1,0,0,0,0,0,0,0,0,0,0,
30,2019,2,East North Central,0,3,0,2,0,2,0,0,0,1,0,1,
31,2019,2,Illinois,0,1,0,0,0,1,0,0,0,1,0,0,
32,2019,2,Indiana,0,1,0,0,0,1,0,0,0,1,0,0,
33,2019,2,Michigan,0,1,0,0,0,1,0,0,0,0,0,0,
34,2019,2,Ohio,0,2,0,1,0,1,0,0,0,1,0,1,
35,2019,2,Wisconsin,0,1,0,1,0,1,0,0,0,1,0,0,
36,2019,2,West North Central,0,3,0,1,0,0,0,0,0,1,0,0,
37,2019,2,Iowa,0,1,0,0,0,0,0,0,0,0,0,0,
38,2019,2,Kansas,0,1,0,0,0,0,0,0,0,1,0,0,
39,2019,2,Minnesota,0,0,0,0,0,0,0,0,0,0,0,0,
40,2019,2,Missouri,0,3,0,1,0,0,0,0,0,0,0,0,
41,2019,2,Nebraska,0,1,0,0,0,0,0,0,0,0,0,0,
42,2019,2,North Dakota,0,0,0,0,0,0,0,0,0,0,0,0,
43,2019,2,South Dakota,0,0,0,0,0,0,0,0,0,0,0,0,
44,2019,2,South Atlantic,0,5,1,6,0,2,0,1,0,2,0,3,
45,2019,2,Delaware,0,1,0,0,0,0,0,0,0,0,0,0,
46,2019,2,District of Columbia,0,0,0,0,0,0,0,0,0,0,0,0,
47,2019,2,Florida,0,2,1,1,0,0,0,0,0,0,0,0,
48,2019,2,Georgia,0,2,0,3,0,1,0,1,0,1,0,1,
49,2019,2,Maryland,0,2,0,2,0,1,0,0,0,2,0,2,
50,2019,2,North Carolina,0,1,0,0,0,1,0,0,0,1,0,0,
51,2019,2,South Carolina,0,0,0,0,0,0,0,0,0,0,0,0,
52,2019,2,Virginia,0,2,0,0,0,1,0,0,0,1,0,0,
53,2019,2,West Virginia,0,0,0,0,0,0,0,0,0,0,0,0,
54,2019,2,East South Central,1,1,1,0,1,1,1,0,0,1,0,0,
55,2019,2,Alabama,0,1,0,0,0,1,0,0,0,1,0,0,
56,2019,2,Kentucky,1,1,1,0,1,1,1,0,0,1,0,0,
57,2019,2,Mississippi,0,1,0,0,0,0,0,0,0,0,0,0,
58,2019,2,Tennessee,0,1,0,0,0,1,0,0,0,1,0,0,
59,2019,2,West South Central,0,3,0,0,0,2,0,0,0,1,0,0,
60,2019,2,Arkansas,0,1,0,0,0,0,0,0,0,1,0,0,
61,2019,2,Louisiana,0,0,0,0,0,0,0,0,0,0,0,0,
62,2019,2,Oklahoma,0,2,0,0,0,1,0,0,0,1,0,0,
63,2019,2,Texas,0,3,0,0,0,2,0,0,0,1,0,0,
64,2019,2,Mountain,0,2,0,3,0,2,0,0,0,1,0,1,
65,2019,2,Arizona,0,1,0,0,0,1,0,0,0,0,0,0,
66,2019,2,Colorado,0,1,0,1,0,1,0,0,0,1,0,1,
67,2019,2,Idaho,0,1,0,1,0,0,0,0,0,0,0,0,
68,2019,2,Montana,0,0,0,0,0,0,0,0,0,0,0,0,
69,2019,2,Nevada,0,1,0,0,0,1,0,0,0,0,0,0,
70,2019,2,New Mexico,0,0,0,1,0,0,0,0,0,0,0,0,
71,2019,2,Utah,0,1,0,0,0,0,0,0,0,1,0,0,
72,2019,2,Wyoming,0,0,0,0,0,0,0,0,0,0,0,0,
73,2019,2,Pacific,0,5,3,7,0,3,0,2,0,1,0,0,
74,2019,2,Alaska,0,1,0,0,0,1,0,0,0,1,0,0,
75,2019,2,California,0,4,1,5,0,0,0,0,0,0,0,0,
76,2019,2,Hawaii,0,1,0,0,0,0,0,0,0,0,0,0,
77,2019,2,Oregon,0,2,2,2,0,2,0,2,0,1,0,0,
78,2019,2,Washington,0,3,0,0,0,3,0,0,0,1,0,0,
79,2019,2,U.S. Territories,0,0,0,0,0,0,0,0,0,0,0,0,
80,2019,2,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,
81,2019,2,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,
82,2019,2,Guam,0,0,0,0,0,0,0,0,0,0,0,0,
83,2019,2,Puerto Rico,0,0,0,0,0,0,0,0,0,0,0,0,
84,2019,2,U.S. Virgin Islands,0,0,0,0,0,0,0,0,0,0,0,0,
85,2019,2,Non-U.S. Residents,0,NC,0,0,0,NC,0,NP,0,NC,0,NP,
86,2019,2,Total,2,13,7,20,1,5,1,3,0,3,1,5,
17,2019,3,"U.S. Residents, excluding U.S. Territories",3,13,13,29,2,5,6,6,0,3,1,7,
18,2019,3,New England,0,2,0,0,0,2,0,0,0,1,0,0,
19,2019,3,Connecticut,0,1,0,0,0,0,0,0,0,1,0,0,
20,2019,3,Maine,0,1,0,0,0,1,0,0,0,0,0,0,
21,2019,3,Massachusetts,0,2,0,0,0,2,0,0,0,1,0,0,
22,2019,3,New Hampshire,0,0,0,0,0,0,0,0,0,0,0,0,
23,2019,3,Rhode Island,0,1,0,0,0,1,0,0,0,0,0,0,
24,2019,3,Vermont,0,0,0,0,0,0,0,0,0,0,0,0,
25,2019,3,Middle Atlantic,1,3,3,1,0,1,1,0,0,1,1,0,
26,2019,3,New Jersey,0,1,0,1,0,0,0,0,0,0,0,0,
27,2019,3,New York (excluding New York City),0,2,2,0,0,1,1,0,0,1,1,0,
28,2019,3,New York City,1,1,1,0,0,0,0,0,0,0,0,0,
29,2019,3,Pennsylvania,0,2,0,0,0,0,0,0,0,0,0,0,
30,2019,3,East North Central,0,3,2,3,0,2,2,0,0,1,0,2,
31,2019,3,Illinois,0,1,0,0,0,1,0,0,0,1,0,0,
32,2019,3,Indiana,0,2,2,0,0,2,2,0,0,1,0,0,
33,2019,3,Michigan,0,1,0,0,0,1,0,0,0,0,0,0,
34,2019,3,Ohio,0,2,0,2,0,1,0,0,0,1,0,2,
35,2019,3,Wisconsin,0,1,0,1,0,1,0,0,0,1,0,0,
36,2019,3,West North Central,0,3,0,2,0,0,0,0,0,1,0,0,
37,2019,3,Iowa,0,1,0,0,0,0,0,0,0,0,0,0,
38,2019,3,Kansas,0,1,0,0,0,0,0,0,0,1,0,0,
39,2019,3,Minnesota,0,0,0,0,0,0,0,0,0,0,0,0,
40,2019,3,Missouri,0,3,0,2,0,0,0,0,0,0,0,0,
41,2019,3,Nebraska,0,1,0,0,0,0,0,0,0,0,0,0,
42,2019,3,North Dakota,0,0,0,0,0,0,0,0,0,0,0,0,
43,2019,3,South Dakota,0,0,0,0,0,0,0,0,0,0,0,0,
44,2019,3,South Atlantic,0,4,1,6,0,2,0,1,0,1,0,3,
45,2019,3,Delaware,0,1,0,0,0,0,0,0,0,0,0,0,
46,2019,3,District of Columbia,0,0,0,0,0,0,0,0,0,0,0,0,
47,2019,3,Florida,0,2,1,1,0,0,0,0,0,0,0,0,
48,2019,3,Georgia,0,2,0,3,0,1,0,1,0,1,0,1,
49,2019,3,Maryland,0,1,0,2,0,1,0,0,0,0,0,2,
50,2019,3,North Carolina,0,1,0,0,0,1,0,0,0,1,0,0,
51,2019,3,South Carolina,0,0,0,0,0,0,0,0,0,0,0,0,
52,2019,3,Virginia,0,2,0,0,0,1,0,0,0,1,0,0,
53,2019,3,West Virginia,0,0,0,0,0,0,0,0,0,0,0,0,
54,2019,3,East South Central,0,1,1,0,0,1,1,0,0,1,0,0,
55,2019,3,Alabama,0,1,0,0,0,1,0,0,0,1,0,0,
56,2019,3,Kentucky,0,1,1,0,0,1,1,0,0,1,0,0,
57,2019,3,Mississippi,0,1,0,0,0,0,0,0,0,0,0,0,
58,2019,3,Tennessee,0,1,0,0,0,1,0,0,0,1,0,0,
59,2019,3,West South Central,2,3,2,0,2,2,2,0,0,1,0,0,
60,2019,3,Arkansas,0,1,0,0,0,0,0,0,0,1,0,0,
61,2019,3,Louisiana,0,0,0,0,0,0,0,0,0,0,0,0,
62,2019,3,Oklahoma,2,2,2,0,2,1,2,0,0,1,0,0,
63,2019,3,Texas,0,3,0,0,0,2,0,0,0,1,0,0,
64,2019,3,Mountain,0,2,0,5,0,2,0,2,0,1,0,1,
65,2019,3,Arizona,0,1,0,1,0,1,0,1,0,0,0,0,
66,2019,3,Colorado,0,1,0,1,0,1,0,0,0,0,0,1,
67,2019,3,Idaho,0,1,0,1,0,0,0,0,0,0,0,0,
68,2019,3,Montana,0,0,0,0,0,0,0,0,0,0,0,0,
69,2019,3,Nevada,0,1,0,1,0,1,0,1,0,0,0,0,
70,2019,3,New Mexico,0,0,0,1,0,0,0,0,0,0,0,0,
71,2019,3,Utah,0,1,0,0,0,0,0,0,0,1,0,0,
72,2019,3,Wyoming,0,0,0,0,0,0,0,0,0,0,0,0,
73,2019,3,Pacific,0,5,4,12,0,3,0,3,0,1,0,1,
74,2019,3,Alaska,0,1,0,0,0,1,0,0,0,1,0,0,
75,2019,3,California,0,3,2,8,0,0,0,0,0,0,0,0,
76,2019,3,Hawaii,0,1,0,0,0,0,0,0,0,0,0,0,
77,2019,3,Oregon,0,2,2,4,0,2,0,3,0,1,0,1,
78,2019,3,Washington,0,3,0,0,0,3,0,0,0,1,0,0,
79,2019,3,U.S. Territories,0,0,0,0,0,0,0,0,0,0,0,0,
80,2019,3,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,
81,2019,3,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,
82,2019,3,Guam,0,0,0,0,0,0,0,0,0,0,0,0,
83,2019,3,Puerto Rico,0,0,0,0,0,0,0,0,0,0,0,0,
84,2019,3,U.S. Virgin Islands,0,0,0,0,0,0,0,0,0,0,0,0,
85,2019,3,Non-U.S. Residents,0,NC,0,0,0,NC,0,NP,0,NC,0,NP,
86,2019,3,Total,3,13,13,29,2,5,6,6,0,3,1,7,
17,2019,4,"U.S. Residents, excluding U.S. Territories",3,13,18,39,0,5,8,11,0,3,1,7,
18,2019,4,New England,0,2,1,1,0,2,1,1,0,1,0,0,
19,2019,4,Connecticut,0,1,0,0,0,0,0,0,0,1,0,0,
20,2019,4,Maine,0,1,0,0,0,1,0,0,0,0,0,0,
21,2019,4,Massachusetts,0,2,0,1,0,2,0,1,0,1,0,0,
22,2019,4,New Hampshire,0,0,0,0,0,0,0,0,0,0,0,0,
23,2019,4,Rhode Island,0,1,1,0,0,1,1,0,0,0,0,0,
24,2019,4,Vermont,0,0,0,0,0,0,0,0,0,0,0,0,
25,2019,4,Middle Atlantic,1,3,4,1,0,1,1,0,0,1,1,0,
26,2019,4,New Jersey,0,1,0,1,0,0,0,0,0,0,0,0,
27,2019,4,New York (excluding New York City),1,2,3,0,0,1,1,0,0,1,1,0,
28,2019,4,New York City,0,1,1,0,0,0,0,0,0,0,0,0,
29,2019,4,Pennsylvania,0,2,0,0,0,0,0,0,0,0,0,0,
30,2019,4,East North Central,0,3,2,4,0,2,2,1,0,1,0,2,
31,2019,4,Illinois,0,1,0,0,0,1,0,0,0,1,0,0,
32,2019,4,Indiana,0,2,2,0,0,2,2,0,0,1,0,0,
33,2019,4,Michigan,0,1,0,0,0,1,0,0,0,0,0,0,
34,2019,4,Ohio,0,2,0,2,0,1,0,0,0,1,0,2,
35,2019,4,Wisconsin,0,1,0,2,0,1,0,1,0,1,0,0,
36,2019,4,West North Central,0,3,0,2,0,0,0,0,0,1,0,0,
37,2019,4,Iowa,0,1,0,0,0,0,0,0,0,0,0,0,
38,2019,4,Kansas,0,1,0,0,0,0,0,0,0,1,0,0,
39,2019,4,Minnesota,0,0,0,0,0,0,0,0,0,0,0,0,
40,2019,4,Missouri,0,3,0,2,0,0,0,0,0,0,0,0,
41,2019,4,Nebraska,0,1,0,0,0,0,0,0,0,0,0,0,
42,2019,4,North Dakota,0,0,0,0,0,0,0,0,0,0,0,0,
43,2019,4,South Dakota,0,0,0,0,0,0,0,0,0,0,0,0,
44,2019,4,South Atlantic,0,4,1,10,0,2,0,3,0,1,0,3,
45,2019,4,Delaware,0,1,0,0,0,0,0,0,0,0,0,0,
46,2019,4,District of Columbia,0,0,0,0,0,0,0,0,0,0,0,0,
47,2019,4,Florida,0,2,1,2,0,0,0,0,0,0,0,0,
48,2019,4,Georgia,0,2,0,4,0,1,0,2,0,1,0,1,
49,2019,4,Maryland,0,1,0,2,0,1,0,0,0,0,0,2,
50,2019,4,North Carolina,0,1,0,1,0,1,0,0,0,1,0,0,
51,2019,4,South Carolina,0,0,0,0,0,0,0,0,0,0,0,0,
52,2019,4,Virginia,0,2,0,1,0,1,0,1,0,1,0,0,
53,2019,4,West Virginia,0,1,0,0,0,0,0,0,0,0,0,0,
54,2019,4,East South Central,0,1,1,1,0,1,1,1,0,1,0,0,
55,2019,4,Alabama,0,1,0,0,0,1,0,0,0,1,0,0,
56,2019,4,Kentucky,0,1,1,0,0,1,1,0,0,1,0,0,
57,2019,4,Mississippi,0,1,0,0,0,0,0,0,0,0,0,0,
58,2019,4,Tennessee,0,1,0,1,0,1,0,1,0,1,0,0,
59,2019,4,West South Central,0,3,2,1,0,2,2,0,0,1,0,0,
60,2019,4,Arkansas,0,1,0,0,0,0,0,0,0,1,0,0,
61,2019,4,Louisiana,0,0,0,0,0,0,0,0,0,0,0,0,
62,2019,4,Oklahoma,0,2,2,0,0,2,2,0,0,1,0,0,
63,2019,4,Texas,0,3,0,1,0,2,0,0,0,1,0,0,
64,2019,4,Mountain,2,1,2,5,0,1,0,2,0,1,0,1,
65,2019,4,Arizona,1,0,1,1,0,0,0,1,0,0,0,0,
66,2019,4,Colorado,1,1,1,1,0,1,0,0,0,0,0,1,
67,2019,4,Idaho,0,1,0,1,0,0,0,0,0,0,0,0,
68,2019,4,Montana,0,0,0,0,0,0,0,0,0,0,0,0,
69,2019,4,Nevada,0,1,0,1,0,1,0,1,0,0,0,0,
70,2019,4,New Mexico,0,0,0,1,0,0,0,0,0,0,0,0,
71,2019,4,Utah,0,1,0,0,0,0,0,0,0,1,0,0,
72,2019,4,Wyoming,0,0,0,0,0,0,0,0,0,0,0,0,
73,2019,4,Pacific,0,5,5,14,0,3,1,3,0,1,0,1,
74,2019,4,Alaska,0,1,0,0,0,1,0,0,0,1,0,0,
75,2019,4,California,0,3,2,9,0,0,0,0,0,0,0,0,
76,2019,4,Hawaii,0,1,1,0,0,0,0,0,0,0,0,0,
77,2019,4,Oregon,0,2,2,5,0,2,1,3,0,1,0,1,
78,2019,4,Washington,0,3,0,0,0,3,0,0,0,1,0,0,
79,2019,4,U.S. Territories,0,0,0,0,0,0,0,0,0,0,0,0,
80,2019,4,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,
81,2019,4,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,
82,2019,4,Guam,0,0,0,0,0,0,0,0,0,0,0,0,
83,2019,4,Puerto Rico,0,0,0,0,0,0,0,0,0,0,0,0,
84,2019,4,U.S. Virgin Islands,0,0,0,0,0,0,0,0,0,0,0,0,
85,2019,4,Non-U.S. Residents,0,NC,0,0,0,NC,0,NP,0,NC,0,NP,
86,2019,4,Total,3,13,18,39,0,5,8,11,0,3,1,7,
17,2019,5,"U.S. Residents, excluding U.S. Territories",2,13,23,52,1,4,10,13,0,3,1,8,
18,2019,5,New England,0,2,1,1,0,2,1,1,0,1,0,0,
19,2019,5,Connecticut,0,1,0,0,0,0,0,0,0,1,0,0,
20,2019,5,Maine,0,1,0,0,0,1,0,0,0,0,0,0,
21,2019,5,Massachusetts,0,2,0,1,0,2,0,1,0,1,0,0,
22,2019,5,New Hampshire,0,0,0,0,0,0,0,0,0,0,0,0,
23,2019,5,Rhode Island,0,1,1,0,0,1,1,0,0,0,0,0,
24,2019,5,Vermont,0,0,0,0,0,0,0,0,0,0,0,0,
25,2019,5,Middle Atlantic,0,3,4,4,0,1,2,0,0,1,1,0,
26,2019,5,New Jersey,0,1,0,1,0,0,0,0,0,0,0,0,
27,2019,5,New York (excluding New York City),0,2,3,1,0,1,2,0,0,1,1,0,
28,2019,5,New York City,0,1,1,1,0,0,0,0,0,0,0,0,
29,2019,5,Pennsylvania,0,2,0,1,0,0,0,0,0,0,0,0,
30,2019,5,East North Central,0,3,2,4,0,2,2,1,0,1,0,2,
31,2019,5,Illinois,0,1,0,0,0,1,0,0,0,1,0,0,
32,2019,5,Indiana,0,2,2,0,0,2,2,0,0,1,0,0,
33,2019,5,Michigan,0,1,0,0,0,1,0,0,0,0,0,0,
34,2019,5,Ohio,0,2,0,2,0,1,0,0,0,1,0,2,
35,2019,5,Wisconsin,0,1,0,2,0,1,0,1,0,1,0,0,
36,2019,5,West North Central,0,3,0,2,0,0,0,0,0,1,0,0,
37,2019,5,Iowa,0,1,0,0,0,0,0,0,0,0,0,0,
38,2019,5,Kansas,0,1,0,0,0,0,0,0,0,1,0,0,
39,2019,5,Minnesota,0,0,0,0,0,0,0,0,0,0,0,0,
40,2019,5,Missouri,0,3,0,2,0,0,0,0,0,0,0,0,
41,2019,5,Nebraska,0,1,0,0,0,0,0,0,0,0,0,0,
42,2019,5,North Dakota,0,0,0,0,0,0,0,0,0,0,0,0,
43,2019,5,South Dakota,0,0,0,0,0,0,0,0,0,0,0,0,
44,2019,5,South Atlantic,0,3,3,12,0,1,0,4,0,1,0,3,
45,2019,5,Delaware,0,1,0,0,0,0,0,0,0,0,0,0,
46,2019,5,District of Columbia,0,0,0,0,0,0,0,0,0,0,0,0,
47,2019,5,Florida,0,2,1,3,0,0,0,0,0,0,0,0,
48,2019,5,Georgia,0,2,2,5,0,1,0,3,0,1,0,1,
49,2019,5,Maryland,0,1,0,2,0,1,0,0,0,0,0,2,
50,2019,5,North Carolina,0,1,0,1,0,1,0,0,0,1,0,0,
51,2019,5,South Carolina,0,0,0,0,0,0,0,0,0,0,0,0,
52,2019,5,Virginia,0,2,0,1,0,1,0,1,0,1,0,0,
53,2019,5,West Virginia,0,1,0,0,0,0,0,0,0,0,0,0,
54,2019,5,East South Central,0,2,1,2,0,1,1,1,0,1,0,1,
55,2019,5,Alabama,0,1,0,0,0,1,0,0,0,1,0,0,
56,2019,5,Kentucky,0,1,1,1,0,1,1,0,0,1,0,1,
57,2019,5,Mississippi,0,1,0,0,0,0,0,0,0,0,0,0,
58,2019,5,Tennessee,0,1,0,1,0,1,0,1,0,1,0,0,
59,2019,5,West South Central,1,3,3,4,1,2,3,2,0,1,0,0,
60,2019,5,Arkansas,0,1,0,0,0,0,0,0,0,1,0,0,
61,2019,5,Louisiana,0,0,0,0,0,0,0,0,0,0,0,0,
62,2019,5,Oklahoma,0,2,2,0,0,2,2,0,0,1,0,0,
63,2019,5,Texas,1,3,1,4,1,2,1,2,0,1,0,0,
64,2019,5,Mountain,1,2,3,6,0,1,0,1,0,1,0,1,
65,2019,5,Arizona,0,1,1,1,0,0,0,1,0,0,0,0,
66,2019,5,Colorado,0,1,1,1,0,1,0,0,0,0,0,1,
67,2019,5,Idaho,0,1,0,2,0,0,0,0,0,0,0,0,
68,2019,5,Montana,1,0,1,0,0,0,0,0,0,0,0,0,
69,2019,5,Nevada,0,1,0,1,0,1,0,0,0,0,0,0,
70,2019,5,New Mexico,0,0,0,1,0,0,0,0,0,0,0,0,
71,2019,5,Utah,0,1,0,0,0,0,0,0,0,1,0,0,
72,2019,5,Wyoming,0,0,0,0,0,0,0,0,0,0,0,0,
73,2019,5,Pacific,0,5,6,17,0,3,1,3,0,1,0,1,
74,2019,5,Alaska,0,1,0,0,0,1,0,0,0,1,0,0,
75,2019,5,California,0,3,3,12,0,0,0,0,0,0,0,0,
76,2019,5,Hawaii,0,1,1,0,0,0,0,0,0,0,0,0,
77,2019,5,Oregon,0,2,2,5,0,2,1,3,0,1,0,1,
78,2019,5,Washington,0,3,0,0,0,3,0,0,0,1,0,0,
79,2019,5,U.S. Territories,0,0,0,0,0,0,0,0,0,0,0,0,
80,2019,5,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,
81,2019,5,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,
82,2019,5,Guam,0,0,0,0,0,0,0,0,0,0,0,0,
83,2019,5,Puerto Rico,0,0,0,0,0,0,0,0,0,0,0,0,
84,2019,5,U.S. Virgin Islands,0,0,0,0,0,0,0,0,0,0,0,0,
