,year,mmwr_week,Reporting Area,"Meningococcal disease, Other serogroups; Current week","Meningococcal disease, Other serogroups; Previous 52 weeks Max �","Meningococcal disease, Other serogroups; Cum YTD 2021 �","Meningococcal disease, Other serogroups; Cum YTD 2020 �","Meningococcal disease, Unknown serogroup; Current week","Meningococcal disease, Unknown serogroup; Previous 52 weeks Max �","Meningococcal disease, Unknown serogroup; Cum YTD 2021 �","Meningococcal disease, Unknown serogroup; Cum YTD 2020 �"
54,2022,2,Mississippi,0,0,0,0,0,0,0,0
55,2022,2,Tennessee,0,0,0,0,0,0,0,0
56,2022,2,West South Central,0,1,0,1,0,2,0,1
57,2022,2,Arkansas,0,0,0,0,0,2,0,0
58,2022,2,Louisiana,0,0,0,0,0,1,0,0
59,2022,2,Oklahoma,0,1,0,1,0,0,0,0
60,2022,2,Texas,0,1,0,0,0,2,0,1
61,2022,2,Mountain,0,1,0,0,0,2,0,0
62,2022,2,Arizona,0,0,0,0,0,0,0,0
63,2022,2,Colorado,0,0,0,0,0,2,0,0
64,2022,2,Idaho,0,0,0,0,0,0,0,0
65,2022,2,Montana,0,0,0,0,0,0,0,0
66,2022,2,Nevada,0,1,0,0,0,0,0,0
67,2022,2,New Mexico,0,0,0,0,0,0,0,0
68,2022,2,Utah,0,0,0,0,0,0,0,0
69,2022,2,Wyoming,0,0,0,0,0,0,0,0
70,2022,2,Pacific,0,0,0,0,0,4,0,5
71,2022,2,Alaska,0,0,0,0,0,0,0,0
72,2022,2,California,0,0,0,0,0,3,0,3
73,2022,2,Hawaii,0,0,0,0,0,0,0,0
74,2022,2,Oregon,0,0,0,0,0,0,0,0
75,2022,2,Washington,0,0,0,0,0,2,0,2
76,2022,2,U.S. Territories,0,0,0,0,0,0,0,0
77,2022,2,American Samoa,0,0,0,0,0,0,0,0
78,2022,2,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0
79,2022,2,Guam,0,0,0,0,0,0,0,0
80,2022,2,Puerto Rico,0,0,0,0,0,0,0,0
81,2022,2,U.S. Virgin Islands,0,0,0,0,0,0,0,0
82,2022,2,Non-U.S. Residents,0,0,0,0,0,0,0,0
83,2022,2,Total,0,1,0,3,0,8,0,11
14,2022,3,"U.S. Residents, excluding U.S. Territories",0,2,0,4,0,8,0,17
15,2022,3,New England,0,0,0,0,0,1,0,0
16,2022,3,Connecticut,0,0,0,0,0,0,0,0
17,2022,3,Maine,0,0,0,0,0,0,0,0
18,2022,3,Massachusetts,0,0,0,0,0,1,0,0
19,2022,3,New Hampshire,0,0,0,0,0,0,0,0
20,2022,3,Rhode Island,0,0,0,0,0,0,0,0
21,2022,3,Vermont,0,0,0,0,0,0,0,0
22,2022,3,Middle Atlantic,0,0,0,0,0,3,0,2
23,2022,3,New Jersey,0,0,0,0,0,0,0,0
24,2022,3,New York (excluding New York City),0,0,0,0,0,2,0,0
25,2022,3,New York City,0,0,0,0,0,1,0,0
26,2022,3,Pennsylvania,0,0,0,0,0,2,0,2
27,2022,3,East North Central,0,1,0,2,0,1,0,0
28,2022,3,Illinois,0,1,0,1,0,1,0,0
29,2022,3,Indiana,0,1,0,0,0,1,0,0
30,2022,3,Michigan,0,0,0,0,0,1,0,0
31,2022,3,Ohio,0,1,0,1,0,1,0,0
32,2022,3,Wisconsin,0,0,0,0,0,0,0,0
33,2022,3,West North Central,0,0,0,0,0,2,0,2
34,2022,3,Iowa,0,0,0,0,0,1,0,0
35,2022,3,Kansas,0,0,0,0,0,1,0,0
36,2022,3,Minnesota,0,0,0,0,0,1,0,0
37,2022,3,Missouri,0,0,0,0,0,2,0,2
38,2022,3,Nebraska,0,0,0,0,0,0,0,0
39,2022,3,North Dakota,0,0,0,0,0,0,0,0
40,2022,3,South Dakota,0,0,0,0,0,0,0,0
41,2022,3,South Atlantic,0,1,0,0,0,6,0,2
42,2022,3,Delaware,0,0,0,0,0,1,0,0
43,2022,3,District of Columbia,0,0,0,0,0,0,0,0
44,2022,3,Florida,0,0,0,0,0,4,0,1
45,2022,3,Georgia,0,1,0,0,0,1,0,0
46,2022,3,Maryland,0,0,0,0,0,2,0,0
47,2022,3,North Carolina,0,0,0,0,0,1,0,0
48,2022,3,South Carolina,0,0,0,0,0,0,0,0
49,2022,3,Virginia,0,0,0,0,0,1,0,1
50,2022,3,West Virginia,0,0,0,0,0,0,0,0
51,2022,3,East South Central,0,1,0,0,0,1,0,0
52,2022,3,Alabama,0,1,0,0,0,1,0,0
53,2022,3,Kentucky,0,0,0,0,0,1,0,0
54,2022,3,Mississippi,0,0,0,0,0,0,0,0
55,2022,3,Tennessee,0,0,0,0,0,0,0,0
56,2022,3,West South Central,0,2,0,2,0,2,0,1
57,2022,3,Arkansas,0,0,0,0,0,2,0,0
58,2022,3,Louisiana,0,0,0,0,0,1,0,0
59,2022,3,Oklahoma,0,0,0,2,0,0,0,0
60,2022,3,Texas,0,2,0,0,0,2,0,1
61,2022,3,Mountain,0,1,0,0,0,2,0,0
62,2022,3,Arizona,0,0,0,0,0,0,0,0
63,2022,3,Colorado,0,0,0,0,0,2,0,0
64,2022,3,Idaho,0,0,0,0,0,0,0,0
65,2022,3,Montana,0,0,0,0,0,0,0,0
66,2022,3,Nevada,0,1,0,0,0,0,0,0
67,2022,3,New Mexico,0,0,0,0,0,0,0,0
68,2022,3,Utah,0,0,0,0,0,0,0,0
69,2022,3,Wyoming,0,0,0,0,0,0,0,0
70,2022,3,Pacific,0,0,0,0,0,2,0,10
71,2022,3,Alaska,0,0,0,0,0,0,0,0
72,2022,3,California,0,0,0,0,0,2,0,7
73,2022,3,Hawaii,0,0,0,0,0,0,0,0
74,2022,3,Oregon,0,0,0,0,0,0,0,0
75,2022,3,Washington,0,0,0,0,0,2,0,3
76,2022,3,U.S. Territories,0,0,0,0,0,0,0,0
77,2022,3,American Samoa,0,0,0,0,0,0,0,0
78,2022,3,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0
79,2022,3,Guam,0,0,0,0,0,0,0,0
80,2022,3,Puerto Rico,0,0,0,0,0,0,0,0
81,2022,3,U.S. Virgin Islands,0,0,0,0,0,0,0,0
82,2022,3,Non-U.S. Residents,0,0,0,0,0,0,0,0
83,2022,3,Total,0,2,0,4,0,8,0,17
14,2022,4,"U.S. Residents, excluding U.S. Territories",0,2,0,4,5,8,6,23
15,2022,4,New England,0,0,0,0,0,1,0,0
16,2022,4,Connecticut,0,0,0,0,0,0,0,0
17,2022,4,Maine,0,0,0,0,0,0,0,0
18,2022,4,Massachusetts,0,0,0,0,0,1,0,0
19,2022,4,New Hampshire,0,0,0,0,0,0,0,0
20,2022,4,Rhode Island,0,0,0,0,0,0,0,0
21,2022,4,Vermont,0,0,0,0,0,0,0,0
22,2022,4,Middle Atlantic,0,0,0,0,1,3,2,3
23,2022,4,New Jersey,0,0,0,0,0,0,0,0
24,2022,4,New York (excluding New York City),0,0,0,0,0,2,0,0
25,2022,4,New York City,0,0,0,0,0,1,0,0
26,2022,4,Pennsylvania,0,0,0,0,1,2,2,3
27,2022,4,East North Central,0,1,0,2,1,1,1,0
28,2022,4,Illinois,0,1,0,1,0,1,0,0
29,2022,4,Indiana,0,1,0,0,0,1,0,0
30,2022,4,Michigan,0,0,0,0,0,1,0,0
31,2022,4,Ohio,0,1,0,1,1,1,1,0
32,2022,4,Wisconsin,0,0,0,0,0,0,0,0
33,2022,4,West North Central,0,0,0,0,1,2,1,3
34,2022,4,Iowa,0,0,0,0,0,1,0,0
35,2022,4,Kansas,0,0,0,0,0,1,0,0
36,2022,4,Minnesota,0,0,0,0,0,1,0,0
37,2022,4,Missouri,0,0,0,0,1,2,1,3
38,2022,4,Nebraska,0,0,0,0,0,0,0,0
39,2022,4,North Dakota,0,0,0,0,0,0,0,0
40,2022,4,South Dakota,0,0,0,0,0,0,0,0
41,2022,4,South Atlantic,0,1,0,0,1,6,1,5
42,2022,4,Delaware,0,0,0,0,0,1,0,0
43,2022,4,District of Columbia,0,0,0,0,0,0,0,0
44,2022,4,Florida,0,0,0,0,1,4,1,3
45,2022,4,Georgia,0,1,0,0,0,1,0,0
46,2022,4,Maryland,0,0,0,0,0,2,0,1
47,2022,4,North Carolina,0,0,0,0,0,1,0,0
48,2022,4,South Carolina,0,0,0,0,0,0,0,0
49,2022,4,Virginia,0,0,0,0,0,1,0,1
50,2022,4,West Virginia,0,0,0,0,0,0,0,0
51,2022,4,East South Central,0,1,0,0,0,1,0,0
52,2022,4,Alabama,0,1,0,0,0,1,0,0
53,2022,4,Kentucky,0,0,0,0,0,1,0,0
54,2022,4,Mississippi,0,0,0,0,0,0,0,0
55,2022,4,Tennessee,0,0,0,0,0,0,0,0
56,2022,4,West South Central,0,2,0,2,0,2,0,1
57,2022,4,Arkansas,0,0,0,0,0,2,0,0
58,2022,4,Louisiana,0,0,0,0,0,1,0,0
59,2022,4,Oklahoma,0,0,0,2,0,0,0,0
60,2022,4,Texas,0,2,0,0,0,2,0,1
61,2022,4,Mountain,0,1,0,0,1,2,1,0
62,2022,4,Arizona,0,0,0,0,1,0,1,0
63,2022,4,Colorado,0,0,0,0,0,2,0,0
64,2022,4,Idaho,0,0,0,0,0,0,0,0
65,2022,4,Montana,0,0,0,0,0,0,0,0
66,2022,4,Nevada,0,1,0,0,0,0,0,0
67,2022,4,New Mexico,0,0,0,0,0,0,0,0
68,2022,4,Utah,0,0,0,0,0,0,0,0
69,2022,4,Wyoming,0,0,0,0,0,0,0,0
70,2022,4,Pacific,0,0,0,0,0,2,0,11
71,2022,4,Alaska,0,0,0,0,0,0,0,0
72,2022,4,California,0,0,0,0,0,2,0,8
73,2022,4,Hawaii,0,0,0,0,0,0,0,0
74,2022,4,Oregon,0,0,0,0,0,0,0,0
75,2022,4,Washington,0,0,0,0,0,2,0,3
76,2022,4,U.S. Territories,0,0,0,0,0,0,0,0
77,2022,4,American Samoa,0,0,0,0,0,0,0,0
78,2022,4,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0
79,2022,4,Guam,0,0,0,0,0,0,0,0
80,2022,4,Puerto Rico,0,0,0,0,0,0,0,0
81,2022,4,U.S. Virgin Islands,0,0,0,0,0,0,0,0
82,2022,4,Non-U.S. Residents,0,0,0,0,0,0,0,0
83,2022,4,Total,0,2,0,4,5,8,6,23
14,2022,5,"U.S. Residents, excluding U.S. Territories",0,2,1,5,2,8,6,25
15,2022,5,New England,0,0,0,0,0,1,0,0
16,2022,5,Connecticut,0,0,0,0,0,0,0,0
17,2022,5,Maine,0,0,0,0,0,0,0,0
18,2022,5,Massachusetts,0,0,0,0,0,1,0,0
19,2022,5,New Hampshire,0,0,0,0,0,0,0,0
20,2022,5,Rhode Island,0,0,0,0,0,0,0,0
21,2022,5,Vermont,0,0,0,0,0,0,0,0
22,2022,5,Middle Atlantic,0,0,0,0,1,3,3,3
23,2022,5,New Jersey,0,0,0,0,0,0,0,0
24,2022,5,New York (excluding New York City),0,0,0,0,0,2,0,0
25,2022,5,New York City,0,0,0,0,1,1,1,0
26,2022,5,Pennsylvania,0,0,0,0,0,2,2,3
27,2022,5,East North Central,0,1,1,3,0,1,0,0
28,2022,5,Illinois,0,0,0,2,0,1,0,0
29,2022,5,Indiana,0,1,0,0,0,1,0,0
30,2022,5,Michigan,0,0,0,0,0,1,0,0
31,2022,5,Ohio,0,1,1,1,0,1,0,0
32,2022,5,Wisconsin,0,0,0,0,0,0,0,0
33,2022,5,West North Central,0,0,0,0,0,2,1,3
34,2022,5,Iowa,0,0,0,0,0,1,0,0
35,2022,5,Kansas,0,0,0,0,0,1,0,0
36,2022,5,Minnesota,0,0,0,0,0,1,0,0
37,2022,5,Missouri,0,0,0,0,0,2,1,3
38,2022,5,Nebraska,0,0,0,0,0,0,0,0
39,2022,5,North Dakota,0,0,0,0,0,0,0,0
40,2022,5,South Dakota,0,0,0,0,0,0,0,0
41,2022,5,South Atlantic,0,1,0,0,0,6,1,7
42,2022,5,Delaware,0,0,0,0,0,1,0,0
43,2022,5,District of Columbia,0,0,0,0,0,0,0,0
44,2022,5,Florida,0,0,0,0,0,4,1,4
45,2022,5,Georgia,0,1,0,0,0,1,0,0
46,2022,5,Maryland,0,0,0,0,0,2,0,1
47,2022,5,North Carolina,0,0,0,0,0,1,0,0
48,2022,5,South Carolina,0,0,0,0,0,0,0,0
49,2022,5,Virginia,0,0,0,0,0,1,0,2
50,2022,5,West Virginia,0,0,0,0,0,0,0,0
51,2022,5,East South Central,0,1,0,0,0,1,0,0
52,2022,5,Alabama,0,1,0,0,0,1,0,0
53,2022,5,Kentucky,0,0,0,0,0,1,0,0
54,2022,5,Mississippi,0,0,0,0,0,0,0,0
55,2022,5,Tennessee,0,0,0,0,0,0,0,0
56,2022,5,West South Central,0,2,0,2,0,2,0,1
57,2022,5,Arkansas,0,0,0,0,0,2,0,0
58,2022,5,Louisiana,0,0,0,0,0,1,0,0
59,2022,5,Oklahoma,0,0,0,2,0,0,0,0
60,2022,5,Texas,0,2,0,0,0,2,0,1
61,2022,5,Mountain,0,1,0,0,1,2,1,0
62,2022,5,Arizona,0,0,0,0,0,0,0,0
63,2022,5,Colorado,0,0,0,0,0,2,0,0
64,2022,5,Idaho,0,0,0,0,0,0,0,0
65,2022,5,Montana,0,0,0,0,0,0,0,0
66,2022,5,Nevada,0,1,0,0,0,0,0,0
67,2022,5,New Mexico,0,0,0,0,0,0,0,0
68,2022,5,Utah,0,0,0,0,0,0,0,0
69,2022,5,Wyoming,0,0,0,0,1,0,1,0
70,2022,5,Pacific,0,0,0,0,0,2,0,11
71,2022,5,Alaska,0,0,0,0,0,0,0,0
72,2022,5,California,0,0,0,0,0,2,0,8
73,2022,5,Hawaii,0,0,0,0,0,0,0,0
74,2022,5,Oregon,0,0,0,0,0,0,0,0
75,2022,5,Washington,0,0,0,0,0,2,0,3
76,2022,5,U.S. Territories,0,0,0,0,0,0,0,0
77,2022,5,American Samoa,0,0,0,0,0,0,0,0
78,2022,5,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0
79,2022,5,Guam,0,0,0,0,0,0,0,0
80,2022,5,Puerto Rico,0,0,0,0,0,0,0,0
81,2022,5,U.S. Virgin Islands,0,0,0,0,0,0,0,0
82,2022,5,Non-U.S. Residents,0,0,0,0,0,0,0,0
83,2022,5,Total,0,2,1,5,2,8,6,25
14,2022,6,"U.S. Residents, excluding U.S. Territories",0,2,1,6,1,8,8,28
15,2022,6,New England,0,0,0,0,0,1,0,0
16,2022,6,Connecticut,0,0,0,0,0,0,0,0
17,2022,6,Maine,0,0,0,0,0,0,0,0
18,2022,6,Massachusetts,0,0,0,0,0,1,0,0
19,2022,6,New Hampshire,0,0,0,0,0,0,0,0
20,2022,6,Rhode Island,0,0,0,0,0,0,0,0
21,2022,6,Vermont,0,0,0,0,0,0,0,0
22,2022,6,Middle Atlantic,0,0,0,0,0,3,3,4
23,2022,6,New Jersey,0,0,0,0,0,0,0,0
24,2022,6,New York (excluding New York City),0,0,0,0,0,2,0,0
25,2022,6,New York City,0,0,0,0,0,1,1,0
26,2022,6,Pennsylvania,0,0,0,0,0,2,2,4
27,2022,6,East North Central,0,1,1,3,0,1,0,0
28,2022,6,Illinois,0,0,0,2,0,1,0,0
29,2022,6,Indiana,0,1,0,0,0,1,0,0
30,2022,6,Michigan,0,0,0,0,0,1,0,0
31,2022,6,Ohio,0,1,1,1,0,1,0,0
32,2022,6,Wisconsin,0,0,0,0,0,0,0,0
33,2022,6,West North Central,0,0,0,0,0,2,1,3
34,2022,6,Iowa,0,0,0,0,0,1,0,0
35,2022,6,Kansas,0,0,0,0,0,1,0,0
36,2022,6,Minnesota,0,0,0,0,0,1,0,0
37,2022,6,Missouri,0,0,0,0,0,2,1,3
38,2022,6,Nebraska,0,0,0,0,0,0,0,0
39,2022,6,North Dakota,0,0,0,0,0,0,0,0
40,2022,6,South Dakota,0,0,0,0,0,0,0,0
41,2022,6,South Atlantic,0,1,0,0,0,6,1,7
42,2022,6,Delaware,0,0,0,0,0,1,0,0
43,2022,6,District of Columbia,0,0,0,0,0,0,0,0
44,2022,6,Florida,0,0,0,0,0,4,1,4
45,2022,6,Georgia,0,1,0,0,0,1,0,0
46,2022,6,Maryland,0,0,0,0,0,2,0,1
47,2022,6,North Carolina,0,0,0,0,0,1,0,0
48,2022,6,South Carolina,0,0,0,0,0,0,0,0
49,2022,6,Virginia,0,0,0,0,0,1,0,2
50,2022,6,West Virginia,0,0,0,0,0,0,0,0
51,2022,6,East South Central,0,1,0,0,0,1,0,0
52,2022,6,Alabama,0,1,0,0,0,1,0,0
53,2022,6,Kentucky,0,0,0,0,0,1,0,0
54,2022,6,Mississippi,0,0,0,0,0,0,0,0
55,2022,6,Tennessee,0,0,0,0,0,0,0,0
56,2022,6,West South Central,0,2,0,2,0,2,0,1
57,2022,6,Arkansas,0,0,0,0,0,2,0,0
58,2022,6,Louisiana,0,0,0,0,0,1,0,0
59,2022,6,Oklahoma,0,0,0,2,0,0,0,0
60,2022,6,Texas,0,2,0,0,0,2,0,1
61,2022,6,Mountain,0,0,0,1,0,2,2,0
62,2022,6,Arizona,0,0,0,0,0,1,1,0
63,2022,6,Colorado,0,0,0,0,0,2,0,0
64,2022,6,Idaho,0,0,0,0,0,0,0,0
65,2022,6,Montana,0,0,0,0,0,0,0,0
66,2022,6,Nevada,0,0,0,1,0,0,0,0
67,2022,6,New Mexico,0,0,0,0,0,0,0,0
68,2022,6,Utah,0,0,0,0,0,0,0,0
69,2022,6,Wyoming,0,0,0,0,0,1,1,0
70,2022,6,Pacific,0,0,0,0,1,2,1,13
71,2022,6,Alaska,0,0,0,0,0,0,0,0
72,2022,6,California,0,0,0,0,1,2,1,10
73,2022,6,Hawaii,0,0,0,0,0,0,0,0
74,2022,6,Oregon,0,0,0,0,0,0,0,0
75,2022,6,Washington,0,0,0,0,0,2,0,3
76,2022,6,U.S. Territories,0,0,0,0,0,0,0,0
77,2022,6,American Samoa,0,0,0,0,0,0,0,0
78,2022,6,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0
79,2022,6,Guam,0,0,0,0,0,0,0,0
80,2022,6,Puerto Rico,0,0,0,0,0,0,0,0
81,2022,6,U.S. Virgin Islands,0,0,0,0,0,0,0,0
82,2022,6,Non-U.S. Residents,0,0,0,0,0,0,0,0
83,2022,6,Total,0,2,1,6,1,8,8,28
14,2022,7,"U.S. Residents, excluding U.S. Territories",0,2,1,6,0,8,9,33
15,2022,7,New England,0,0,0,0,0,1,0,0
16,2022,7,Connecticut,0,0,0,0,0,0,0,0
17,2022,7,Maine,0,0,0,0,0,0,0,0
18,2022,7,Massachusetts,0,0,0,0,0,1,0,0
19,2022,7,New Hampshire,0,0,0,0,0,0,0,0
20,2022,7,Rhode Island,0,0,0,0,0,0,0,0
21,2022,7,Vermont,0,0,0,0,0,0,0,0
22,2022,7,Middle Atlantic,0,0,0,0,0,3,3,6
23,2022,7,New Jersey,0,0,0,0,0,0,0,0
24,2022,7,New York (excluding New York City),0,0,0,0,0,2,0,0
25,2022,7,New York City,0,0,0,0,0,1,1,0
26,2022,7,Pennsylvania,0,0,0,0,0,2,2,6
27,2022,7,East North Central,0,1,1,3,0,1,0,0
28,2022,7,Illinois,0,0,0,2,0,1,0,0
29,2022,7,Indiana,0,1,0,0,0,1,0,0
30,2022,7,Michigan,0,0,0,0,0,1,0,0
31,2022,7,Ohio,0,1,1,1,0,1,0,0
32,2022,7,Wisconsin,0,0,0,0,0,0,0,0
33,2022,7,West North Central,0,0,0,0,0,2,1,3
34,2022,7,Iowa,0,0,0,0,0,1,0,0
35,2022,7,Kansas,0,0,0,0,0,1,0,0
36,2022,7,Minnesota,0,0,0,0,0,1,0,0
37,2022,7,Missouri,0,0,0,0,0,2,1,3
38,2022,7,Nebraska,0,0,0,0,0,0,0,0
39,2022,7,North Dakota,0,0,0,0,0,0,0,0
40,2022,7,South Dakota,0,0,0,0,0,0,0,0
41,2022,7,South Atlantic,0,1,0,0,0,6,2,9
42,2022,7,Delaware,0,0,0,0,0,0,0,1
43,2022,7,District of Columbia,0,0,0,0,0,0,0,0
44,2022,7,Florida,0,0,0,0,0,4,1,5
45,2022,7,Georgia,0,1,0,0,0,1,1,0
46,2022,7,Maryland,0,0,0,0,0,2,0,1
47,2022,7,North Carolina,0,0,0,0,0,1,0,0
48,2022,7,South Carolina,0,0,0,0,0,0,0,0
49,2022,7,Virginia,0,0,0,0,0,1,0,2
50,2022,7,West Virginia,0,0,0,0,0,0,0,0
51,2022,7,East South Central,0,1,0,0,0,1,0,1
52,2022,7,Alabama,0,1,0,0,0,1,0,0
53,2022,7,Kentucky,0,0,0,0,0,0,0,1
54,2022,7,Mississippi,0,0,0,0,0,0,0,0
55,2022,7,Tennessee,0,0,0,0,0,0,0,0
56,2022,7,West South Central,0,2,0,2,0,2,0,1
57,2022,7,Arkansas,0,0,0,0,0,2,0,0
58,2022,7,Louisiana,0,0,0,0,0,1,0,0
