,year,mmwr_week,Reporting Area,"Meningococcal disease, All serogroups; Current week","Meningococcal disease, All serogroups; Previous 52 weeks Max �","Meningococcal disease, All serogroups; Cum YTD 2020 �","Meningococcal disease, All serogroups; Cum YTD 2019 �","Meningococcal disease, Serogroups ACWY; Current week","Meningococcal disease, Serogroups ACWY; Previous 52 weeks Max �","Meningococcal disease, Serogroups ACWY; Cum YTD 2020 �","Meningococcal disease, Serogroups ACWY; Cum YTD 2019 �","Meningococcal disease, Serogroup B; Current week","Meningococcal disease, Serogroup B; Previous 52 weeks Max �","Meningococcal disease, Serogroup B; Cum YTD 2020 �","Meningococcal disease, Serogroup B; Cum YTD 2019 �",column labels (in same order that data fields appears in each record below):
74,2020,1,Pacific,0,21,0,6,0,2,0,2,0,1,0,0,
75,2020,1,Alaska,0,2,0,0,0,2,0,0,0,0,0,0,
76,2020,1,California,0,3,0,3,0,0,0,0,0,0,0,0,
77,2020,1,Hawaii,0,1,0,0,0,0,0,0,0,0,0,0,
78,2020,1,Oregon,0,2,0,2,0,2,0,2,0,1,0,0,
79,2020,1,Washington,0,20,0,1,0,0,0,0,0,0,0,0,
80,2020,1,U.S. Territories,0,0,0,0,0,0,0,0,0,0,0,0,
81,2020,1,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,
82,2020,1,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,
83,2020,1,Guam,0,0,0,0,0,0,0,0,0,0,0,0,
84,2020,1,Puerto Rico,0,0,0,0,0,0,0,0,0,0,0,0,
85,2020,1,U.S. Virgin Islands,0,0,0,0,0,0,0,0,0,0,0,0,
86,2020,1,Non-U.S. Residents,0,0,0,0,0,0,0,0,0,0,0,0,
87,2020,1,Total,3,24,3,10,0,7,0,5,0,4,0,1,
18,2020,2,"U.S. Residents, excluding U.S. Territories",3,14,8,19,0,7,1,12,0,4,0,1,
19,2020,2,New England,0,3,0,3,0,3,0,3,0,1,0,0,
20,2020,2,Connecticut,0,1,0,0,0,1,0,0,0,1,0,0,
21,2020,2,Maine,0,1,0,0,0,1,0,0,0,1,0,0,
22,2020,2,Massachusetts,0,2,0,2,0,2,0,2,0,1,0,0,
23,2020,2,New Hampshire,0,1,0,0,0,1,0,0,0,0,0,0,
24,2020,2,Rhode Island,0,1,0,1,0,1,0,1,0,0,0,0,
25,2020,2,Vermont,0,0,0,0,0,0,0,0,0,0,0,0,
26,2020,2,Middle Atlantic,0,4,0,3,0,1,0,1,0,2,0,1,
27,2020,2,New Jersey,0,2,0,0,0,0,0,0,0,0,0,0,
28,2020,2,New York (excluding New York City),0,2,0,2,0,1,0,1,0,2,0,1,
29,2020,2,New York City,0,1,0,0,0,0,0,0,0,0,0,0,
30,2020,2,Pennsylvania,0,3,0,1,0,0,0,0,0,0,0,0,
31,2020,2,East North Central,0,4,1,3,0,3,0,3,0,3,0,0,
32,2020,2,Illinois,0,1,0,0,0,1,0,0,0,1,0,0,
33,2020,2,Indiana,0,2,0,2,0,2,0,2,0,1,0,0,
34,2020,2,Michigan,0,3,0,1,0,1,0,1,0,1,0,0,
35,2020,2,Ohio,0,2,1,0,0,2,0,0,0,2,0,0,
36,2020,2,Wisconsin,0,1,0,0,0,1,0,0,0,1,0,0,
37,2020,2,West North Central,2,3,3,0,0,1,0,0,0,1,0,0,
38,2020,2,Iowa,0,1,0,0,0,0,0,0,0,0,0,0,
39,2020,2,Kansas,0,1,0,0,0,0,0,0,0,0,0,0,
40,2020,2,Minnesota,0,1,0,0,0,0,0,0,0,0,0,0,
41,2020,2,Missouri,2,2,3,0,0,0,0,0,0,0,0,0,
42,2020,2,Nebraska,0,1,0,0,0,1,0,0,0,0,0,0,
43,2020,2,North Dakota,0,1,0,0,0,1,0,0,0,1,0,0,
44,2020,2,South Dakota,0,0,0,0,0,0,0,0,0,0,0,0,
45,2020,2,South Atlantic,0,5,2,2,0,3,0,2,0,1,0,0,
46,2020,2,Delaware,0,0,0,0,0,0,0,0,0,0,0,0,
47,2020,2,District of Columbia,0,1,0,0,0,0,0,0,0,0,0,0,
48,2020,2,Florida,0,2,1,1,0,1,0,1,0,1,0,0,
49,2020,2,Georgia,0,2,0,1,0,1,0,1,0,0,0,0,
50,2020,2,Maryland,0,1,1,0,0,1,0,0,0,0,0,0,
51,2020,2,North Carolina,0,2,0,0,0,2,0,0,0,1,0,0,
52,2020,2,South Carolina,0,1,0,0,0,0,0,0,0,0,0,0,
53,2020,2,Virginia,0,1,0,0,0,1,0,0,0,0,0,0,
54,2020,2,West Virginia,0,0,0,0,0,0,0,0,0,0,0,0,
55,2020,2,East South Central,0,2,1,1,0,1,1,1,0,1,0,0,
56,2020,2,Alabama,0,1,0,0,0,1,0,0,0,1,0,0,
57,2020,2,Kentucky,0,2,0,1,0,1,0,1,0,0,0,0,
58,2020,2,Mississippi,0,1,0,0,0,0,0,0,0,0,0,0,
59,2020,2,Tennessee,0,1,1,0,0,1,1,0,0,0,0,0,
60,2020,2,West South Central,1,3,1,0,0,2,0,0,0,1,0,0,
61,2020,2,Arkansas,0,1,0,0,0,1,0,0,0,1,0,0,
62,2020,2,Louisiana,0,1,0,0,0,1,0,0,0,0,0,0,
63,2020,2,Oklahoma,1,2,1,0,0,2,0,0,0,0,0,0,
64,2020,2,Texas,0,2,0,0,0,1,0,0,0,1,0,0,
65,2020,2,Mountain,0,2,0,0,0,1,0,0,0,1,0,0,
66,2020,2,Arizona,0,1,0,0,0,1,0,0,0,1,0,0,
67,2020,2,Colorado,0,2,0,0,0,1,0,0,0,1,0,0,
68,2020,2,Idaho,0,1,0,0,0,0,0,0,0,0,0,0,
69,2020,2,Montana,0,1,0,0,0,0,0,0,0,1,0,0,
70,2020,2,Nevada,0,1,0,0,0,1,0,0,0,0,0,0,
71,2020,2,New Mexico,0,1,0,0,0,0,0,0,0,0,0,0,
72,2020,2,Utah,0,1,0,0,0,1,0,0,0,1,0,0,
73,2020,2,Wyoming,0,0,0,0,0,0,0,0,0,0,0,0,
74,2020,2,Pacific,0,6,0,7,0,2,0,2,0,1,0,0,
75,2020,2,Alaska,0,2,0,0,0,2,0,0,0,0,0,0,
76,2020,2,California,0,3,0,3,0,0,0,0,0,0,0,0,
77,2020,2,Hawaii,0,1,0,0,0,0,0,0,0,0,0,0,
78,2020,2,Oregon,0,2,0,2,0,2,0,2,0,1,0,0,
79,2020,2,Washington,0,2,0,2,0,0,0,0,0,0,0,0,
80,2020,2,U.S. Territories,0,0,0,0,0,0,0,0,0,0,0,0,
81,2020,2,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,
82,2020,2,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,
83,2020,2,Guam,0,0,0,0,0,0,0,0,0,0,0,0,
84,2020,2,Puerto Rico,0,0,0,0,0,0,0,0,0,0,0,0,
85,2020,2,U.S. Virgin Islands,0,0,0,0,0,0,0,0,0,0,0,0,
86,2020,2,Non-U.S. Residents,0,0,0,0,0,0,0,0,0,0,0,0,
87,2020,2,Total,3,14,8,19,0,7,1,12,0,4,0,1,
18,2020,3,"U.S. Residents, excluding U.S. Territories",4,14,14,25,0,7,2,14,1,4,1,2,
19,2020,3,New England,0,3,0,3,0,3,0,3,0,1,0,0,
20,2020,3,Connecticut,0,1,0,0,0,1,0,0,0,1,0,0,
21,2020,3,Maine,0,1,0,0,0,1,0,0,0,1,0,0,
22,2020,3,Massachusetts,0,2,0,2,0,2,0,2,0,1,0,0,
23,2020,3,New Hampshire,0,1,0,0,0,1,0,0,0,0,0,0,
24,2020,3,Rhode Island,0,1,0,1,0,1,0,1,0,0,0,0,
25,2020,3,Vermont,0,0,0,0,0,0,0,0,0,0,0,0,
26,2020,3,Middle Atlantic,0,4,0,4,0,1,0,1,0,2,0,1,
27,2020,3,New Jersey,0,2,0,0,0,0,0,0,0,0,0,0,
28,2020,3,New York (excluding New York City),0,2,0,2,0,1,0,1,0,2,0,1,
29,2020,3,New York City,0,1,0,1,0,0,0,0,0,0,0,0,
30,2020,3,Pennsylvania,0,3,0,1,0,0,0,0,0,0,0,0,
31,2020,3,East North Central,1,4,3,3,0,3,1,3,0,3,0,0,
32,2020,3,Illinois,0,1,0,0,0,1,0,0,0,1,0,0,
33,2020,3,Indiana,0,1,0,2,0,1,0,2,0,1,0,0,
34,2020,3,Michigan,0,3,1,1,0,1,1,1,0,1,0,0,
35,2020,3,Ohio,1,2,2,0,0,2,0,0,0,2,0,0,
36,2020,3,Wisconsin,0,1,0,0,0,1,0,0,0,1,0,0,
37,2020,3,West North Central,0,3,3,0,0,1,0,0,0,1,0,0,
38,2020,3,Iowa,0,1,0,0,0,0,0,0,0,0,0,0,
39,2020,3,Kansas,0,1,0,0,0,0,0,0,0,0,0,0,
40,2020,3,Minnesota,0,1,0,0,0,0,0,0,0,0,0,0,
41,2020,3,Missouri,0,2,3,0,0,0,0,0,0,0,0,0,
42,2020,3,Nebraska,0,1,0,0,0,1,0,0,0,0,0,0,
43,2020,3,North Dakota,0,1,0,0,0,1,0,0,0,1,0,0,
44,2020,3,South Dakota,0,0,0,0,0,0,0,0,0,0,0,0,
45,2020,3,South Atlantic,2,5,4,3,0,3,0,2,1,1,1,0,
46,2020,3,Delaware,0,0,0,0,0,0,0,0,0,0,0,0,
47,2020,3,District of Columbia,0,1,0,0,0,0,0,0,0,0,0,0,
48,2020,3,Florida,0,2,1,1,0,1,0,1,0,1,0,0,
49,2020,3,Georgia,0,2,0,2,0,1,0,1,0,0,0,0,
50,2020,3,Maryland,0,1,1,0,0,1,0,0,0,0,0,0,
51,2020,3,North Carolina,0,2,0,0,0,2,0,0,0,1,0,0,
52,2020,3,South Carolina,0,1,0,0,0,0,0,0,0,0,0,0,
53,2020,3,Virginia,2,1,2,0,0,1,0,0,1,0,1,0,
54,2020,3,West Virginia,0,0,0,0,0,0,0,0,0,0,0,0,
55,2020,3,East South Central,0,2,1,1,0,1,1,1,0,1,0,0,
56,2020,3,Alabama,0,1,0,0,0,1,0,0,0,1,0,0,
57,2020,3,Kentucky,0,2,0,1,0,1,0,1,0,0,0,0,
58,2020,3,Mississippi,0,1,0,0,0,0,0,0,0,0,0,0,
59,2020,3,Tennessee,0,1,1,0,0,1,1,0,0,0,0,0,
60,2020,3,West South Central,1,3,2,2,0,2,0,2,0,1,0,0,
61,2020,3,Arkansas,0,1,0,0,0,1,0,0,0,1,0,0,
62,2020,3,Louisiana,0,1,0,0,0,1,0,0,0,0,0,0,
63,2020,3,Oklahoma,1,2,2,2,0,2,0,2,0,0,0,0,
64,2020,3,Texas,0,2,0,0,0,1,0,0,0,1,0,0,
65,2020,3,Mountain,0,2,0,1,0,1,0,0,0,1,0,1,
66,2020,3,Arizona,0,1,0,0,0,1,0,0,0,1,0,0,
67,2020,3,Colorado,0,2,0,1,0,1,0,0,0,1,0,1,
68,2020,3,Idaho,0,1,0,0,0,0,0,0,0,0,0,0,
69,2020,3,Montana,0,1,0,0,0,0,0,0,0,1,0,0,
70,2020,3,Nevada,0,1,0,0,0,1,0,0,0,0,0,0,
71,2020,3,New Mexico,0,1,0,0,0,0,0,0,0,0,0,0,
72,2020,3,Utah,0,1,0,0,0,1,0,0,0,1,0,0,
73,2020,3,Wyoming,0,0,0,0,0,0,0,0,0,0,0,0,
74,2020,3,Pacific,0,3,1,8,0,2,0,2,0,1,0,0,
75,2020,3,Alaska,0,2,0,0,0,2,0,0,0,0,0,0,
76,2020,3,California,0,3,1,3,0,0,0,0,0,0,0,0,
77,2020,3,Hawaii,0,1,0,1,0,0,0,0,0,0,0,0,
78,2020,3,Oregon,0,2,0,2,0,1,0,2,0,1,0,0,
79,2020,3,Washington,0,2,0,2,0,0,0,0,0,0,0,0,
80,2020,3,U.S. Territories,0,0,0,0,0,0,0,0,0,0,0,0,
81,2020,3,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,
82,2020,3,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,
83,2020,3,Guam,0,0,0,0,0,0,0,0,0,0,0,0,
84,2020,3,Puerto Rico,0,0,0,0,0,0,0,0,0,0,0,0,
85,2020,3,U.S. Virgin Islands,0,0,0,0,0,0,0,0,0,0,0,0,
86,2020,3,Non-U.S. Residents,0,0,0,0,0,0,0,0,0,0,0,0,
87,2020,3,Total,4,14,14,25,0,7,2,14,1,4,1,2,
18,2020,4,"U.S. Residents, excluding U.S. Territories",4,14,22,32,0,5,3,17,0,4,3,3,
19,2020,4,New England,0,2,0,4,0,2,0,4,0,1,0,0,
20,2020,4,Connecticut,0,1,0,0,0,1,0,0,0,1,0,0,
21,2020,4,Maine,0,1,0,0,0,1,0,0,0,1,0,0,
22,2020,4,Massachusetts,0,2,0,3,0,2,0,3,0,1,0,0,
23,2020,4,New Hampshire,0,1,0,0,0,1,0,0,0,0,0,0,
24,2020,4,Rhode Island,0,1,0,1,0,0,0,1,0,0,0,0,
25,2020,4,Vermont,0,0,0,0,0,0,0,0,0,0,0,0,
26,2020,4,Middle Atlantic,0,4,0,5,0,1,0,2,0,2,0,1,
27,2020,4,New Jersey,0,2,0,0,0,0,0,0,0,0,0,0,
28,2020,4,New York (excluding New York City),0,2,0,3,0,1,0,2,0,2,0,1,
29,2020,4,New York City,0,1,0,1,0,0,0,0,0,0,0,0,
30,2020,4,Pennsylvania,0,3,0,1,0,0,0,0,0,0,0,0,
31,2020,4,East North Central,1,4,4,4,0,3,1,4,0,3,0,0,
32,2020,4,Illinois,0,1,0,1,0,1,0,1,0,1,0,0,
33,2020,4,Indiana,0,1,0,2,0,1,0,2,0,1,0,0,
34,2020,4,Michigan,0,3,1,1,0,1,1,1,0,1,0,0,
35,2020,4,Ohio,1,2,3,0,0,2,0,0,0,2,0,0,
36,2020,4,Wisconsin,0,1,0,0,0,1,0,0,0,1,0,0,
37,2020,4,West North Central,0,3,3,0,0,1,0,0,0,1,0,0,
38,2020,4,Iowa,0,1,0,0,0,0,0,0,0,0,0,0,
39,2020,4,Kansas,0,1,0,0,0,0,0,0,0,0,0,0,
40,2020,4,Minnesota,0,1,0,0,0,0,0,0,0,0,0,0,
41,2020,4,Missouri,0,2,3,0,0,0,0,0,0,0,0,0,
42,2020,4,Nebraska,0,1,0,0,0,1,0,0,0,0,0,0,
43,2020,4,North Dakota,0,1,0,0,0,1,0,0,0,1,0,0,
44,2020,4,South Dakota,0,0,0,0,0,0,0,0,0,0,0,0,
45,2020,4,South Atlantic,3,5,8,3,0,3,1,2,0,1,1,0,
46,2020,4,Delaware,0,0,0,0,0,0,0,0,0,0,0,0,
47,2020,4,District of Columbia,0,1,0,0,0,0,0,0,0,0,0,0,
48,2020,4,Florida,2,2,3,1,0,1,0,1,0,1,0,0,
49,2020,4,Georgia,0,2,0,2,0,1,0,1,0,0,0,0,
50,2020,4,Maryland,1,1,2,0,0,1,0,0,0,0,0,0,
51,2020,4,North Carolina,0,2,1,0,0,2,1,0,0,1,0,0,
52,2020,4,South Carolina,0,1,0,0,0,0,0,0,0,0,0,0,
53,2020,4,Virginia,0,1,2,0,0,1,0,0,0,1,1,0,
54,2020,4,West Virginia,0,0,0,0,0,0,0,0,0,0,0,0,
55,2020,4,East South Central,0,2,3,1,0,1,1,1,0,1,2,0,
56,2020,4,Alabama,0,1,0,0,0,1,0,0,0,1,0,0,
57,2020,4,Kentucky,0,2,0,1,0,0,0,1,0,0,0,0,
58,2020,4,Mississippi,0,1,0,0,0,0,0,0,0,0,0,0,
59,2020,4,Tennessee,0,1,3,0,0,1,1,0,0,0,2,0,
60,2020,4,West South Central,0,3,2,2,0,2,0,2,0,1,0,0,
61,2020,4,Arkansas,0,1,0,0,0,1,0,0,0,1,0,0,
62,2020,4,Louisiana,0,1,0,0,0,1,0,0,0,0,0,0,
63,2020,4,Oklahoma,0,2,2,2,0,2,0,2,0,0,0,0,
64,2020,4,Texas,0,2,0,0,0,2,0,0,0,1,0,0,
65,2020,4,Mountain,0,2,0,2,0,1,0,0,0,1,0,2,
66,2020,4,Arizona,0,1,0,1,0,1,0,0,0,1,0,1,
67,2020,4,Colorado,0,2,0,1,0,1,0,0,0,1,0,1,
68,2020,4,Idaho,0,1,0,0,0,0,0,0,0,0,0,0,
69,2020,4,Montana,0,1,0,0,0,0,0,0,0,1,0,0,
70,2020,4,Nevada,0,1,0,0,0,1,0,0,0,0,0,0,
71,2020,4,New Mexico,0,1,0,0,0,0,0,0,0,0,0,0,
72,2020,4,Utah,0,1,0,0,0,1,0,0,0,1,0,0,
73,2020,4,Wyoming,0,0,0,0,0,0,0,0,0,0,0,0,
74,2020,4,Pacific,0,3,2,11,0,2,0,2,0,1,0,0,
75,2020,4,Alaska,0,2,0,0,0,2,0,0,0,0,0,0,
76,2020,4,California,0,3,2,5,0,0,0,0,0,0,0,0,
77,2020,4,Hawaii,0,1,0,1,0,0,0,0,0,0,0,0,
78,2020,4,Oregon,0,2,0,2,0,1,0,2,0,1,0,0,
79,2020,4,Washington,0,2,0,3,0,0,0,0,0,0,0,0,
80,2020,4,U.S. Territories,0,0,0,0,0,0,0,0,0,0,0,0,
81,2020,4,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,
82,2020,4,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,
83,2020,4,Guam,0,0,0,0,0,0,0,0,0,0,0,0,
84,2020,4,Puerto Rico,0,0,0,0,0,0,0,0,0,0,0,0,
85,2020,4,U.S. Virgin Islands,0,0,0,0,0,0,0,0,0,0,0,0,
86,2020,4,Non-U.S. Residents,0,0,0,0,0,0,0,0,0,0,0,0,
87,2020,4,Total,4,14,22,32,0,5,3,17,0,4,3,3,
18,2020,5,"U.S. Residents, excluding U.S. Territories",2,14,30,37,1,5,6,19,0,4,3,4,
19,2020,5,New England,0,2,2,5,0,2,1,5,0,1,0,0,
20,2020,5,Connecticut,0,1,0,0,0,1,0,0,0,1,0,0,
21,2020,5,Maine,0,1,0,0,0,1,0,0,0,1,0,0,
22,2020,5,Massachusetts,0,2,2,4,0,2,1,4,0,1,0,0,
23,2020,5,New Hampshire,0,1,0,0,0,1,0,0,0,0,0,0,
24,2020,5,Rhode Island,0,1,0,1,0,0,0,1,0,0,0,0,
25,2020,5,Vermont,0,0,0,0,0,0,0,0,0,0,0,0,
26,2020,5,Middle Atlantic,1,4,2,5,1,1,1,2,0,2,0,1,
27,2020,5,New Jersey,0,2,0,0,0,0,0,0,0,0,0,0,
28,2020,5,New York (excluding New York City),1,2,1,3,1,1,1,2,0,2,0,1,
29,2020,5,New York City,0,1,0,1,0,0,0,0,0,0,0,0,
30,2020,5,Pennsylvania,0,3,1,1,0,0,0,0,0,0,0,0,
31,2020,5,East North Central,0,4,4,4,0,3,1,4,0,3,0,0,
32,2020,5,Illinois,0,1,0,1,0,1,0,1,0,1,0,0,
33,2020,5,Indiana,0,1,0,2,0,1,0,2,0,1,0,0,
34,2020,5,Michigan,0,3,1,1,0,1,1,1,0,1,0,0,
35,2020,5,Ohio,0,2,3,0,0,2,0,0,0,2,0,0,
36,2020,5,Wisconsin,0,1,0,0,0,1,0,0,0,1,0,0,
37,2020,5,West North Central,0,3,3,0,0,1,0,0,0,1,0,0,
38,2020,5,Iowa,0,1,0,0,0,0,0,0,0,0,0,0,
39,2020,5,Kansas,0,1,0,0,0,0,0,0,0,0,0,0,
40,2020,5,Minnesota,0,1,0,0,0,0,0,0,0,0,0,0,
41,2020,5,Missouri,0,2,3,0,0,0,0,0,0,0,0,0,
42,2020,5,Nebraska,0,1,0,0,0,1,0,0,0,0,0,0,
43,2020,5,North Dakota,0,1,0,0,0,1,0,0,0,1,0,0,
44,2020,5,South Dakota,0,0,0,0,0,0,0,0,0,0,0,0,
45,2020,5,South Atlantic,1,5,9,3,0,3,2,2,0,1,1,0,
46,2020,5,Delaware,0,0,0,0,0,0,0,0,0,0,0,0,
47,2020,5,District of Columbia,0,1,0,0,0,0,0,0,0,0,0,0,
48,2020,5,Florida,1,2,4,1,0,1,0,1,0,1,0,0,
49,2020,5,Georgia,0,2,0,2,0,1,0,1,0,0,0,0,
50,2020,5,Maryland,0,1,2,0,0,1,1,0,0,0,0,0,
51,2020,5,North Carolina,0,2,1,0,0,2,1,0,0,1,0,0,
52,2020,5,South Carolina,0,1,0,0,0,0,0,0,0,0,0,0,
53,2020,5,Virginia,0,2,2,0,0,1,0,0,0,1,1,0,
54,2020,5,West Virginia,0,0,0,0,0,0,0,0,0,0,0,0,
55,2020,5,East South Central,0,2,3,1,0,1,1,1,0,2,2,0,
56,2020,5,Alabama,0,1,0,0,0,1,0,0,0,1,0,0,
57,2020,5,Kentucky,0,2,0,1,0,0,0,1,0,0,0,0,
58,2020,5,Mississippi,0,1,0,0,0,0,0,0,0,0,0,0,
59,2020,5,Tennessee,0,2,3,0,0,1,1,0,0,2,2,0,
60,2020,5,West South Central,0,3,3,4,0,2,0,3,0,1,0,0,
61,2020,5,Arkansas,0,1,0,0,0,1,0,0,0,1,0,0,
62,2020,5,Louisiana,0,1,0,0,0,1,0,0,0,0,0,0,
63,2020,5,Oklahoma,0,1,2,2,0,1,0,2,0,0,0,0,
64,2020,5,Texas,0,3,1,2,0,2,0,1,0,1,0,0,
65,2020,5,Mountain,0,2,0,3,0,1,0,0,0,1,0,3,
66,2020,5,Arizona,0,1,0,1,0,1,0,0,0,1,0,1,
67,2020,5,Colorado,0,2,0,1,0,1,0,0,0,0,0,1,
68,2020,5,Idaho,0,1,0,0,0,0,0,0,0,0,0,0,
69,2020,5,Montana,0,1,0,1,0,0,0,0,0,1,0,1,
70,2020,5,Nevada,0,1,0,0,0,1,0,0,0,0,0,0,
71,2020,5,New Mexico,0,1,0,0,0,0,0,0,0,0,0,0,
72,2020,5,Utah,0,1,0,0,0,1,0,0,0,1,0,0,
73,2020,5,Wyoming,0,0,0,0,0,0,0,0,0,0,0,0,
74,2020,5,Pacific,0,3,4,12,0,2,0,2,0,1,0,0,
75,2020,5,Alaska,0,2,0,0,0,2,0,0,0,0,0,0,
76,2020,5,California,0,3,4,6,0,0,0,0,0,0,0,0,
77,2020,5,Hawaii,0,0,0,1,0,0,0,0,0,0,0,0,
78,2020,5,Oregon,0,2,0,2,0,1,0,2,0,1,0,0,
79,2020,5,Washington,0,2,0,3,0,0,0,0,0,0,0,0,
80,2020,5,U.S. Territories,0,0,0,0,0,0,0,0,0,0,0,0,
81,2020,5,American Samoa,0,0,0,0,0,0,0,0,0,0,0,0,
82,2020,5,Commonwealth of Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,
83,2020,5,Guam,0,0,0,0,0,0,0,0,0,0,0,0,
84,2020,5,Puerto Rico,0,0,0,0,0,0,0,0,0,0,0,0,
85,2020,5,U.S. Virgin Islands,0,0,0,0,0,0,0,0,0,0,0,0,
